metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
Site	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Defluviitaleaceae.g__Defluviitaleaceae.UCG.011	Proximal_Colon	-0.190298783359248	0.0854756551203451	89	0	0.029956694682076	0.104500097728172
Sex	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia	Female	0.326018504970501	0.141928644842309	89	0	0.0313641043949938	0.108568053674978
Site	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	Cecum	0.128624169603178	0.0591583914693929	89	0	0.033823351583982	0.115306880399939
Site	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea	Proximal_Colon	0.0892139857041903	0.0410202205783601	89	0	0.0337881971591443	0.115306880399939
Genotype	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium..xylanophilum.group	HET	-0.319281875163095	0.140261794849535	89	0	0.0348892464473403	0.117702980149758
Sex	k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__Peptococcus	Female	-0.37934131971658	0.163200940256767	89	0	0.0350493318668169	0.117702980149758
Site	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__	Proximal_Colon	-0.190727153377638	0.0892610718679995	89	0	0.0369182792826504	0.121264421001406
Site	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Erysipelatoclostridium	Cecum	0.114799348706101	0.0536475542384766	89	0	0.0366675568433654	0.121264421001406
Site	k__Bacteria.p__Firmicutes.c__Bacilli.o__RF39.f__.g__	Proximal_Colon	-0.141674799774679	0.0662550347314902	89	0	0.0367852385620663	0.121264421001406
Site	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillospira	Proximal_Colon	0.147405732531419	0.0692902631238769	89	0	0.0377196484458353	0.122998853627724
Sex	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.UCG.014.f__.g__	Female	-0.354571353678178	0.161792248089187	89	0	0.0403994432650121	0.130789564527018
Site	k__Bacteria.p__Cyanobacteria.c__Vampirivibrionia.o__Gastranaerophilales.f__.g__	Proximal_Colon	0.199391620955549	0.0955357634188506	89	0	0.0413436339032435	0.132599157392121
Genotype	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia.Shigella	MUT	-0.241157746400526	0.109451521002254	89	0	0.0415477359828647	0.132599157392121
Genotype	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__NK4A214.group	HET	-0.20910443905346	0.0949580441365666	89	0	0.042772745403683	0.135547432617305
Site	k__Bacteria.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae.g__Staphylococcus	Proximal_Colon	-0.0864830084143979	0.0419041675331393	89	0	0.0435964142777512	0.137191513461455
Sex	k__Bacteria.p__Firmicutes.c__Clostridia.o__Christensenellales.f__Christensenellaceae.g__Christensenellaceae.R.7.group	Female	-0.441281897560162	0.206933864095069	89	0	0.0444463419289396	0.138894818527936
Site	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Harryflintia	Cecum	0.152537667912497	0.0749502544789831	89	0	0.0464331919857835	0.144103009611052
Site	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter	Proximal_Colon	0.151016102471089	0.0745846665618412	89	0	0.0475849768875338	0.145668296594491
Site	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	Proximal_Colon	0.0737498618571973	0.0363759232727815	89	0	0.0472869507402131	0.145668296594491
Site	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenella	Cecum	0.139568807163716	0.0694313239944541	89	0	0.049210899994327	0.149627736469237
Genotype	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	MUT	-0.516291202963332	0.247083291018961	89	0	0.0503891148171412	0.152175759827207
Sex	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Anaerotruncus	Female	0.448737019453542	0.218928508510166	89	0	0.0507252532757357	0.152175759827207
Site	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus	Proximal_Colon	0.105301124068268	0.0547924234698381	89	0	0.0596149069169209	0.177660318626585
Site	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.sensu.stricto.1	Cecum	0.120655398037673	0.0631691913238775	89	0	0.0611602207711281	0.181066443072419
Site	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	Cecum	0.0458410306100152	0.0245564792255751	89	0	0.0670800552134698	0.197294280039617
Genotype	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__HT002	MUT	-0.415257940544393	0.219442879115847	89	0	0.0696331612465453	0.203473523123022
Site	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus	Cecum	0.101265041140813	0.0554205824485959	89	0	0.0728610937380759	0.211532207626672
Genotype	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anaerostipes	HET	-0.393063035766971	0.208569512244996	89	0	0.0755203746714465	0.216459672625165
Genotype	k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__	HET	-0.273801410963866	0.147302323293714	89	0	0.0753989091828827	0.216459672625165
Genotype	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingobium	MUT	0.0539607550883397	0.0287104585256227	89	0	0.0764613160596384	0.217769571055932
Sex	k__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__	Female	-0.198594183622059	0.10750290883941	89	0	0.0783214003266487	0.221664340547119
Site	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__HT002	Proximal_Colon	0.0408038389188642	0.0229565119219675	89	0	0.0808299997713697	0.227334374356977
Sex	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Harryflintia	Female	-0.151001057498893	0.0830957261222931	89	0	0.0852716914427515	0.238337025771666
Site	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__HT002	Cecum	0.0405930037641088	0.023250019382324	89	0	0.0862081441051199	0.239467066958666
Site	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Ligilactobacillus	Proximal_Colon	-0.0534889894955609	0.0308557014447679	89	0	0.0884100524175519	0.242454965879099
Site	k__Bacteria.p__Firmicutes.c__Clostridia.o__Christensenellales.f__Christensenellaceae.g__	Cecum	0.118913915502565	0.0687093575906535	89	0	0.0889001541556697	0.242454965879099
Genotype	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.AC2044.group	HET	0.486053684753777	0.269723523395733	89	0	0.0879958177105336	0.242454965879099
Site	k__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Coriobacteriaceae.UCG.002	Proximal_Colon	0.0814754670483183	0.0473142788033182	89	0	0.0904904038781935	0.242892389454729
Genotype	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	MUT	-0.206415964319592	0.115612122966756	89	0	0.0906798253964323	0.242892389454729
Site	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	Proximal_Colon	-0.123022799011823	0.0712743395382476	89	0	0.0897438050834093	0.242892389454729
Genotype	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__GCA.900066575	HET	-0.196604191168581	0.109605500325162	89	0	0.0914180407781869	0.243420818640143
Site	k__Bacteria.p__Firmicutes.c__Clostridia.o__Christensenellales.f__Christensenellaceae.g__Christensenellaceae.R.7.group	Proximal_Colon	-0.100013559311065	0.05845802820154	89	0	0.0925515110437985	0.244989293939467
Genotype	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anaerostipes	MUT	-0.375016705454674	0.213099782994847	89	0	0.0949853130344128	0.24996135009056
